user_id,segment_type
74679,Firmographic
49587,Technographic
33000,Demographic
15365,Demographic
45763,Technographic
20769,Customer data
8297,Psychographic
98781,Technographic
94905,Behavioral
94667,Psychographic
22982,Demographic
63831,Technographic
48189,Customer data
85711,Technographic
12121,Behavioral
7164,Psychographic
76892,Psychographic
23363,Behavioral
30075,Technographic
7549,Psychographic
44003,Behavioral
84919,Technographic
62629,Firmographic
83490,Customer data
37762,Behavioral
67887,Psychographic
83401,Behavioral
73222,Demographic
8813,Customer data
39549,Firmographic
65351,Psychographic
50979,Customer data
17296,Customer data
47850,Demographic
19319,Technographic
31139,Psychographic
38137,Customer data
12317,Demographic
12312,Demographic
66491,Technographic
99657,Demographic
27687,Firmographic
37645,Technographic
60995,Demographic
70889,Demographic
21579,Customer data
84240,Psychographic
77086,Technographic
1879,Demographic
40966,Technographic
57992,Firmographic
99390,Demographic
30501,Demographic
29407,Technographic
67509,Psychographic
49452,Behavioral
97276,Technographic
37044,Customer data
13520,Demographic
24600,Technographic
31514,Psychographic
40406,Technographic
7364,Psychographic
72080,Psychographic
52573,Psychographic
41831,Technographic
61746,Psychographic
72205,Technographic
64868,Firmographic
8552,Technographic
58652,Behavioral
21620,Technographic
80973,Demographic
71518,Firmographic
79795,Firmographic
75869,Technographic
44137,Customer data
42013,Customer data
58863,Firmographic
34861,Psychographic
27317,Technographic
1183,Firmographic
14326,Demographic
28267,Technographic
14111,Customer data
5434,Customer data
97887,Behavioral
19720,Technographic
75816,Behavioral
57087,Demographic
83718,Demographic
79122,Firmographic
16223,Behavioral
98774,Behavioral
85489,Firmographic
56065,Customer data
89916,Technographic
89591,Firmographic
43084,Customer data
43269,Customer data
67234,Behavioral
55672,Technographic
47228,Demographic
41587,Behavioral
66729,Demographic
11702,Technographic
67710,Demographic
70424,Demographic
48778,Technographic
70986,Firmographic
3947,Firmographic
72819,Psychographic
83615,Customer data
54364,Technographic
61319,Psychographic
49947,Firmographic
77654,Psychographic
12619,Behavioral
82390,Behavioral
43638,Behavioral
38527,Customer data
47613,Technographic
11221,Firmographic
8713,Customer data
21930,Behavioral
79685,Technographic
81265,Customer data
84964,Behavioral
82374,Psychographic
77538,Behavioral
25583,Behavioral
743,Customer data
40581,Technographic
3889,Demographic
32358,Psychographic
95844,Demographic
65093,Firmographic
44357,Firmographic
98099,Demographic
31026,Behavioral
27711,Demographic
30720,Behavioral
84600,Firmographic
47661,Technographic
66455,Behavioral
69154,Demographic
31484,Firmographic
66035,Firmographic
62262,Psychographic
54046,Psychographic
26264,Technographic
65856,Customer data
34756,Behavioral
59478,Firmographic
97130,Behavioral
15557,Firmographic
72226,Firmographic
46896,Customer data
47063,Firmographic
71398,Technographic
11180,Psychographic
25211,Customer data
1590,Technographic
52368,Firmographic
65638,Behavioral
69244,Behavioral
29262,Psychographic
32664,Customer data
91412,Demographic
71328,Technographic
61538,Firmographic
63673,Technographic
16603,Psychographic
2272,Technographic
52642,Behavioral
34474,Psychographic
8588,Customer data
28219,Psychographic
96159,Technographic
43002,Firmographic
43939,Demographic
11882,Customer data
26467,Behavioral
64665,Technographic
37922,Behavioral
2672,Technographic
16102,Technographic
87860,Firmographic
59195,Psychographic
26176,Demographic
22335,Demographic
70927,Technographic
1081,Psychographic
34697,Firmographic
28440,Psychographic
49147,Customer data
16500,Firmographic
48593,Customer data
72229,Customer data
10049,Behavioral
19001,Behavioral
17788,Behavioral
77133,Demographic
84683,Psychographic
76410,Technographic
13530,Firmographic
32695,Customer data
53609,Behavioral
42751,Technographic
71989,Customer data
87185,Firmographic
21497,Technographic
4985,Psychographic
20429,Customer data
66441,Customer data
4667,Demographic
82209,Psychographic
76241,Firmographic
81961,Behavioral
22793,Psychographic
50441,Psychographic
19241,Behavioral
15827,Demographic
75120,Customer data
73078,Behavioral
39965,Behavioral
59661,Customer data
26187,Technographic
73078,Behavioral
12157,Customer data
87759,Behavioral
37309,Psychographic
46260,Demographic
70796,Behavioral
12111,Technographic
29731,Psychographic
25282,Behavioral
62235,Demographic
74591,Technographic
86077,Technographic
13476,Demographic
59103,Customer data
6868,Firmographic
42069,Customer data
41088,Demographic
54895,Customer data
24317,Customer data
61778,Customer data
5929,Psychographic
12125,Psychographic
2201,Psychographic
38065,Firmographic
20093,Firmographic
53606,Demographic
89630,Psychographic
62104,Customer data
9171,Firmographic
59407,Customer data
95137,Behavioral
57103,Psychographic
96906,Behavioral
89383,Behavioral
64040,Behavioral
28324,Behavioral
1489,Psychographic
10093,Psychographic
20042,Customer data
14514,Firmographic
55329,Technographic
19246,Demographic
39394,Customer data
40226,Behavioral
67391,Demographic
30537,Psychographic
56585,Technographic
44393,Psychographic
35647,Psychographic
91931,Demographic
82411,Technographic
9676,Firmographic
27183,Firmographic
51401,Firmographic
47349,Behavioral
5693,Firmographic
26374,Psychographic
41056,Customer data
25446,Psychographic
6970,Customer data
29805,Demographic
2653,Firmographic
70347,Psychographic
3982,Demographic
28243,Firmographic
11923,Firmographic
42192,Psychographic
18799,Psychographic
84963,Technographic
76466,Psychographic
98586,Demographic
53994,Firmographic
19978,Customer data
4889,Psychographic
17107,Customer data
83960,Behavioral
98848,Demographic
74659,Technographic
37996,Behavioral
32268,Behavioral
982,Firmographic
7746,Firmographic
52861,Psychographic
3490,Firmographic
16503,Behavioral
89815,Technographic
81281,Behavioral
47466,Psychographic
51491,Customer data
79188,Demographic
17451,Behavioral
8060,Firmographic
63745,Technographic
9491,Technographic
84019,Psychographic
49792,Firmographic
62969,Behavioral
81647,Customer data
4148,Behavioral
77944,Firmographic
78252,Demographic
54628,Firmographic
68930,Demographic
63047,Demographic
85798,Technographic
87110,Technographic
53639,Technographic
93027,Psychographic
61721,Behavioral
98677,Demographic
26936,Firmographic
4931,Behavioral
19730,Technographic
78446,Demographic
45521,Technographic
79027,Behavioral
18660,Demographic
76489,Customer data
9726,Technographic
40705,Customer data
8,Demographic
18962,Customer data
12948,Technographic
61910,Psychographic
498,Demographic
20108,Psychographic
44322,Demographic
44200,Firmographic
13739,Firmographic
63759,Technographic
55293,Firmographic
79978,Psychographic
96856,Behavioral
76122,Customer data
74698,Firmographic
64703,Firmographic
94458,Customer data
69301,Behavioral
59289,Customer data
63311,Customer data
54012,Customer data
7172,Demographic
71218,Technographic
62737,Technographic
66903,Technographic
63374,Firmographic
62209,Firmographic
15939,Customer data
30355,Psychographic
96979,Demographic
11200,Customer data
63745,Behavioral
36189,Behavioral
17791,Behavioral
14943,Behavioral
44246,Technographic
23566,Behavioral
79702,Psychographic
55740,Customer data
37190,Technographic
48711,Customer data
19559,Psychographic
91947,Firmographic
19133,Customer data
47319,Psychographic
42134,Firmographic
15418,Customer data
50545,Customer data
43039,Behavioral
52684,Psychographic
93879,Demographic
47818,Psychographic
91592,Demographic
42767,Psychographic
6307,Firmographic
63663,Customer data
17650,Behavioral
86023,Technographic
5448,Firmographic
59113,Demographic
97129,Demographic
25090,Behavioral
35448,Firmographic
85036,Demographic
6622,Demographic
14756,Customer data
67936,Technographic
82253,Demographic
44123,Psychographic
37483,Customer data
84892,Customer data
7936,Behavioral
28809,Behavioral
40725,Demographic
35736,Behavioral
68103,Technographic
90103,Firmographic
30657,Technographic
18375,Psychographic
48568,Psychographic
76072,Psychographic
54931,Psychographic
63092,Technographic
89910,Behavioral
24610,Customer data
77047,Behavioral
70861,Firmographic
32258,Customer data
78715,Firmographic
57318,Demographic
58721,Firmographic
28205,Demographic
99458,Customer data
57856,Demographic
56766,Psychographic
95365,Demographic
27119,Customer data
46709,Firmographic
53534,Firmographic
13588,Firmographic
68608,Demographic
47351,Demographic
21050,Firmographic
63199,Demographic
41088,Behavioral
52003,Customer data
10589,Technographic
76181,Technographic
16477,Technographic
14259,Behavioral
94535,Behavioral
12445,Psychographic
47266,Behavioral
713,Technographic
92350,Psychographic
44588,Customer data
29308,Customer data
69013,Customer data
60633,Behavioral
63617,Customer data
94509,Customer data
1301,Behavioral
11590,Demographic
54082,Behavioral
69612,Behavioral
47035,Demographic
38713,Customer data
38425,Firmographic
969,Demographic
14770,Demographic
63929,Firmographic
90797,Customer data
53272,Psychographic
33647,Technographic
25550,Psychographic
72447,Behavioral
74374,Customer data
10676,Technographic
67828,Firmographic
68661,Psychographic
44201,Firmographic
63510,Psychographic
46528,Firmographic
67272,Behavioral
71430,Firmographic
20364,Technographic
62828,Demographic
71832,Behavioral
57548,Demographic
26499,Behavioral
55322,Firmographic
76520,Firmographic
32935,Behavioral
12700,Customer data
75911,Demographic
11164,Behavioral
67929,Technographic
70634,Firmographic
88680,Firmographic
73207,Firmographic
69414,Behavioral
23076,Psychographic
29076,Psychographic
22002,Psychographic
18008,Demographic
12214,Firmographic
19317,Demographic
845,Behavioral
53748,Psychographic
74633,Behavioral
69908,Behavioral
92175,Behavioral
52076,Psychographic
92354,Technographic
55081,Customer data
95432,Firmographic
52066,Customer data
68753,Demographic
28201,Behavioral
34809,Firmographic
38115,Psychographic
55604,Firmographic
92311,Demographic
86056,Customer data
59213,Behavioral
28150,Demographic
72144,Firmographic
96086,Firmographic
57429,Firmographic
63790,Customer data
29728,Customer data
84272,Behavioral
27324,Demographic
3189,Firmographic
25321,Demographic
69547,Technographic
18839,Behavioral
567,Technographic
90383,Firmographic
6542,Demographic
18962,Psychographic
34887,Behavioral
88293,Customer data
71059,Demographic
34239,Psychographic
10894,Psychographic
44267,Behavioral
33673,Behavioral
10831,Firmographic
72086,Psychographic
81978,Behavioral
27530,Behavioral
61440,Behavioral
98095,Psychographic
85023,Psychographic
37221,Technographic
1504,Technographic
85167,Technographic
12119,Technographic
86403,Customer data
33792,Firmographic
87517,Psychographic
99810,Psychographic
69390,Firmographic
57718,Demographic
97617,Firmographic
68348,Behavioral
2047,Firmographic
43611,Demographic
58984,Psychographic
88241,Customer data
3863,Behavioral
80068,Demographic
36265,Customer data
26464,Behavioral
4132,Customer data
47727,Firmographic
99635,Technographic
52460,Psychographic
25244,Psychographic
24818,Customer data
95921,Technographic
413,Demographic
25012,Psychographic
79638,Demographic
36101,Demographic
1149,Demographic
77841,Demographic
20604,Technographic
43375,Firmographic
96271,Demographic
96302,Behavioral
87044,Behavioral
64717,Demographic
75495,Customer data
5037,Customer data
20015,Demographic
19528,Customer data
89559,Behavioral
59161,Psychographic
28003,Customer data
93204,Customer data
53581,Firmographic
25194,Psychographic
96416,Behavioral
26709,Customer data
18506,Customer data
54260,Technographic
41415,Psychographic
66165,Psychographic
57164,Psychographic
41637,Psychographic
82331,Customer data
80714,Psychographic
56933,Behavioral
11260,Technographic
35988,Psychographic
23514,Customer data
6601,Technographic
20520,Behavioral
21324,Demographic
17027,Technographic
7173,Firmographic
19952,Customer data
10904,Customer data
54745,Demographic
42203,Psychographic
62487,Firmographic
40955,Behavioral
50977,Psychographic
27561,Demographic
10984,Technographic
69106,Demographic
26140,Firmographic
80195,Behavioral
32482,Behavioral
52431,Technographic
58359,Demographic
2393,Demographic
58736,Demographic
79481,Behavioral
28083,Demographic
64248,Technographic
78753,Technographic
75781,Psychographic
65192,Behavioral
16891,Demographic
28528,Psychographic
75266,Technographic
45361,Psychographic
67459,Behavioral
27365,Demographic
2774,Customer data
27912,Demographic
43165,Customer data
81298,Firmographic
59954,Firmographic
81874,Behavioral
27438,Demographic
78727,Customer data
61176,Customer data
21648,Technographic
6744,Firmographic
31889,Demographic
19995,Demographic
19044,Technographic
68880,Behavioral
78054,Behavioral
65644,Behavioral
57016,Behavioral
32190,Behavioral
64611,Firmographic
5556,Demographic
55243,Technographic
93958,Behavioral
59633,Behavioral
4520,Customer data
32136,Demographic
49972,Firmographic
83360,Behavioral
2967,Behavioral
9378,Customer data
97586,Customer data
30420,Customer data
65387,Technographic
28733,Firmographic
37894,Psychographic
52469,Behavioral
24718,Behavioral
88129,Firmographic
73972,Firmographic
67882,Demographic
75889,Psychographic
8323,Behavioral
36474,Technographic
84622,Firmographic
33792,Psychographic
25803,Demographic
44152,Behavioral
6802,Psychographic
39744,Demographic
50004,Behavioral
8884,Technographic
11826,Demographic
19244,Firmographic
74296,Firmographic
90880,Demographic
10894,Technographic
94081,Psychographic
85293,Firmographic
94331,Technographic
88428,Technographic
80531,Psychographic
25441,Technographic
74822,Technographic
25683,Technographic
28236,Customer data
58300,Psychographic
91580,Demographic
63642,Psychographic
14858,Psychographic
57615,Demographic
9234,Demographic
58982,Customer data
98282,Behavioral
13659,Demographic
23172,Demographic
79890,Behavioral
69926,Firmographic
33292,Demographic
39154,Technographic
84934,Technographic
95950,Technographic
99826,Firmographic
59938,Technographic
95650,Demographic
66067,Behavioral
50995,Customer data
3081,Behavioral
56799,Firmographic
64927,Technographic
5424,Firmographic
86980,Psychographic
13399,Firmographic
95645,Psychographic
24942,Behavioral
94039,Psychographic
42839,Customer data
29924,Technographic
25817,Technographic
72433,Customer data
49672,Firmographic
40991,Behavioral
36780,Firmographic
4761,Technographic
16534,Demographic
26635,Firmographic
34678,Customer data
59252,Behavioral
92187,Firmographic
16,Behavioral
91666,Demographic
35662,Behavioral
47624,Customer data
55660,Behavioral
60802,Firmographic
85294,Behavioral
52797,Psychographic
4449,Customer data
22246,Customer data
65017,Firmographic
64290,Customer data
83388,Customer data
5483,Demographic
12279,Customer data
45643,Customer data
86991,Psychographic
2292,Firmographic
56157,Behavioral
75693,Psychographic
32767,Customer data
26387,Psychographic
90630,Behavioral
40715,Technographic
3686,Firmographic
77200,Customer data
41479,Behavioral
14633,Behavioral
72969,Psychographic
55138,Customer data
98124,Behavioral
36750,Psychographic
11193,Psychographic
17986,Demographic
33345,Psychographic
61807,Firmographic
75609,Technographic
6413,Technographic
91882,Customer data
22724,Firmographic
18627,Psychographic
33118,Behavioral
59427,Technographic
35646,Customer data
60335,Psychographic
28300,Technographic
56107,Customer data
59985,Psychographic
86729,Customer data
40318,Firmographic
80052,Technographic
29855,Technographic
61291,Psychographic
26390,Demographic
39489,Customer data
93938,Customer data
67454,Customer data
1753,Firmographic
10082,Firmographic
39713,Behavioral
92714,Technographic
67103,Firmographic
11699,Customer data
64508,Customer data
89992,Demographic
477,Customer data
18657,Firmographic
56723,Firmographic
68792,Firmographic
37907,Behavioral
26642,Behavioral
47829,Psychographic
60525,Behavioral
26645,Demographic
32117,Technographic
76789,Behavioral
18293,Customer data
24126,Psychographic
73011,Demographic
55339,Demographic
56151,Behavioral
96262,Firmographic
62532,Psychographic
29761,Firmographic
52532,Psychographic
27791,Behavioral
89790,Behavioral
83428,Demographic
45308,Behavioral
8038,Psychographic
73584,Behavioral
20960,Technographic
62991,Behavioral
97183,Customer data
84314,Technographic
9540,Technographic
67956,Behavioral
90514,Psychographic
5904,Technographic
6925,Demographic
1548,Technographic
55717,Firmographic
85431,Customer data
1944,Behavioral
89116,Firmographic
9878,Firmographic
84300,Customer data
37874,Technographic
61528,Psychographic
71818,Technographic
196,Technographic
74612,Demographic
83186,Firmographic
73150,Behavioral
26853,Psychographic
69668,Technographic
73781,Firmographic
76635,Psychographic
54723,Technographic
85275,Demographic
43160,Behavioral
55426,Customer data
88223,Customer data
85914,Psychographic
84280,Customer data
83978,Customer data
20412,Behavioral
1328,Technographic
23516,Customer data
78415,Demographic
11323,Psychographic
8471,Psychographic
17979,Technographic
46256,Firmographic
54496,Demographic
74186,Customer data
11435,Psychographic
33922,Demographic
41912,Customer data
41716,Psychographic
56529,Customer data
59477,Demographic
43373,Customer data
53026,Technographic
56667,Firmographic
99274,Technographic
68723,Customer data
62214,Firmographic
60480,Psychographic
22420,Psychographic
67157,Psychographic
36034,Customer data
21019,Technographic
34304,Technographic
35280,Psychographic
70871,Demographic
29532,Firmographic
1253,Firmographic
80858,Behavioral
48757,Behavioral
50772,Technographic
52153,Behavioral
75463,Customer data
44234,Customer data
40883,Technographic
67190,Technographic
11097,Behavioral
51121,Customer data
11183,Behavioral
56577,Demographic
73473,Technographic
31250,Firmographic
75685,Technographic
6144,Firmographic
29172,Customer data
29550,Behavioral
21982,Psychographic
67832,Firmographic
13678,Firmographic
88187,Technographic
6828,Technographic
72151,Firmographic
35489,Customer data
24447,Firmographic
22339,Psychographic
26886,Behavioral
697,Technographic
87120,Technographic
86790,Technographic
18135,Behavioral
9320,Technographic
1826,Firmographic
23899,Technographic
62654,Customer data
56982,Behavioral
73871,Firmographic
84495,Psychographic
56451,Psychographic
9740,Firmographic
46757,Psychographic
35126,Demographic
32181,Behavioral
66257,Demographic
18531,Technographic
55272,Customer data
17946,Customer data
49545,Technographic
5870,Customer data
62529,Customer data
44149,Technographic
87227,Demographic
24318,Customer data
76429,Demographic
57738,Technographic
89927,Demographic
75318,Psychographic
4106,Firmographic
14001,Demographic
16924,Demographic
78131,Psychographic
30884,Firmographic
13086,Psychographic
66598,Firmographic
48101,Technographic
20489,Customer data
54840,Technographic
67365,Behavioral
71392,Behavioral
10107,Demographic
4049,Firmographic
55595,Behavioral
81691,Customer data
58133,Behavioral
49513,Psychographic
20854,Technographic
11617,Behavioral
19367,Technographic
53298,Technographic
92737,Behavioral
63630,Technographic
26722,Customer data
32017,Demographic
52531,Behavioral
89707,Demographic
89539,Psychographic
34084,Technographic
56749,Demographic
3775,Technographic
43793,Behavioral
28820,Customer data
26887,Technographic
56066,Psychographic
65547,Customer data
175,Behavioral
11910,Firmographic
49063,Firmographic
57396,Psychographic
88887,Psychographic
32215,Psychographic
20939,Demographic
25127,Customer data
8297,Firmographic
24282,Psychographic
61058,Firmographic
95639,Psychographic
60920,Behavioral
26163,Firmographic
19705,Firmographic
48065,Psychographic
44520,Customer data
97293,Psychographic
27304,Behavioral
7,Customer data
5661,Customer data
65610,Demographic
26359,Psychographic
17315,Technographic
71769,Firmographic
51802,Firmographic
81748,Demographic
48650,Behavioral
79471,Customer data
75893,Technographic
45414,Behavioral
1337,Psychographic
40284,Customer data
58720,Customer data
31284,Behavioral
47381,Firmographic
89283,Demographic
50394,Behavioral
50891,Behavioral
27074,Demographic
39440,Technographic
34509,Demographic
2849,Technographic
26143,Firmographic
19807,Customer data
88756,Demographic
78511,Psychographic
87622,Psychographic
98747,Customer data
36940,Psychographic
74605,Firmographic
25314,Demographic
63690,Firmographic
61629,Firmographic
76980,Customer data
35364,Demographic
9065,Technographic
86066,Customer data
51931,Customer data
78598,Behavioral
54819,Behavioral
88284,Firmographic
66173,Behavioral
92222,Psychographic
67856,Customer data
79707,Firmographic
85723,Technographic
33526,Customer data
22736,Psychographic
48259,Demographic
74713,Technographic
88084,Customer data
48829,Psychographic
61438,Firmographic
18974,Customer data
45513,Behavioral
40746,Technographic
20533,Technographic
96466,Psychographic
14666,Customer data
72475,Psychographic
65234,Customer data
79415,Behavioral
5284,Demographic
37491,Technographic
43826,Firmographic
46133,Behavioral
52419,Technographic
20714,Behavioral
36339,Demographic
81997,Psychographic
13051,Customer data
2481,Technographic
74824,Technographic
78021,Psychographic
19677,Customer data
4852,Technographic
8062,Psychographic
56523,Firmographic
30285,Psychographic
57980,Firmographic
67833,Technographic
73419,Psychographic
32125,Behavioral
43389,Psychographic
40955,Psychographic
12594,Psychographic
62960,Demographic
95261,Psychographic
30522,Demographic
26515,Technographic
70002,Behavioral
76645,Psychographic
82893,Psychographic
25982,Technographic
97615,Psychographic
78715,Firmographic
19311,Customer data
26856,Demographic
69308,Technographic
24464,Demographic
63546,Firmographic
28371,Customer data
73779,Behavioral
27995,Firmographic
73631,Behavioral
77412,Firmographic
50349,Customer data
73884,Customer data
83155,Customer data
82066,Firmographic
8272,Behavioral
35927,Firmographic
26741,Psychographic
67064,Technographic
87049,Behavioral
37969,Behavioral
32204,Firmographic
49269,Behavioral
420,Technographic
34989,Behavioral
48849,Psychographic
66925,Customer data
63098,Technographic
59380,Customer data
34912,Behavioral
6067,Firmographic
48651,Technographic
69795,Behavioral
60748,Technographic
80241,Psychographic
72033,Demographic
53122,Demographic
96763,Psychographic
90637,Customer data
18671,Demographic
85237,Demographic
69998,Technographic
85164,Behavioral
2977,Technographic
2180,Firmographic
67469,Technographic
99632,Customer data
23793,Firmographic
29134,Customer data
63212,Technographic
28231,Customer data
73159,Technographic
15430,Behavioral
39584,Customer data
75864,Psychographic
67389,Customer data
90212,Technographic
64926,Technographic
63876,Psychographic
8394,Firmographic
3172,Technographic
62424,Firmographic
37320,Customer data
97111,Customer data
69924,Psychographic
31073,Firmographic
91104,Firmographic
46645,Customer data
18513,Customer data
17629,Customer data
67968,Psychographic
7470,Behavioral
52054,Behavioral
1952,Demographic
63465,Firmographic
9691,Behavioral
35866,Customer data
50103,Firmographic
84697,Demographic
45787,Psychographic
41542,Technographic
53699,Firmographic
42904,Customer data
23134,Firmographic
96043,Behavioral
24323,Psychographic
86950,Psychographic
4854,Firmographic
43898,Behavioral
15501,Firmographic
54359,Customer data
86553,Technographic
95941,Firmographic
71767,Demographic
31218,Firmographic
45459,Technographic
17791,Behavioral
19485,Technographic
31261,Psychographic
28099,Firmographic
91957,Psychographic
91888,Behavioral
84339,Technographic
62171,Customer data
92991,Firmographic
40057,Customer data
21490,Behavioral
68403,Customer data
53498,Behavioral
94813,Firmographic
77906,Firmographic
11521,Firmographic
85797,Firmographic
8178,Demographic
90452,Demographic
23240,Demographic
23297,Technographic
39545,Technographic
37422,Psychographic
48683,Customer data
21139,Demographic
91,Behavioral
77844,Behavioral
24849,Psychographic
80212,Behavioral
61594,Demographic
73401,Customer data
45708,Behavioral
79197,Technographic
10211,Behavioral
42750,Firmographic
9611,Behavioral
14233,Behavioral
85538,Firmographic
77481,Firmographic
94431,Psychographic
35555,Technographic
26518,Customer data
60191,Demographic
14991,Behavioral
27413,Firmographic
47920,Firmographic
47518,Psychographic
65276,Customer data
62121,Demographic
77483,Psychographic
11920,Demographic
89392,Psychographic
40272,Technographic
40097,Customer data
11107,Customer data
44831,Firmographic
116,Technographic
81786,Customer data
60713,Demographic
36807,Behavioral
93768,Psychographic
41335,Customer data
84723,Demographic
63607,Customer data
72641,Psychographic
87643,Demographic
5500,Technographic
96504,Customer data
93730,Customer data
20965,Technographic
51783,Demographic
62980,Behavioral
37104,Customer data
21217,Technographic
73182,Firmographic
73276,Demographic
50830,Demographic
45716,Firmographic
22620,Behavioral
68758,Demographic
33810,Firmographic
21240,Firmographic
21275,Firmographic
29764,Psychographic
